"iet_name";"iet_istypedby";"isc_name";"isc_version"
IfcBuildingElementPart/USERDEFINED;IfcBuildingElementPartType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcEnergyConversionDevice;IfcEnergyConversionDeviceType;IFC4X1;"4.1.0.0"
IfcCableSegment/CORESEGMENT;IfcCableSegmentType/CORESEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcDuctFitting;IfcDuctFittingType;IFC4X1;"4.1.0.0"
IfcChiller/USERDEFINED;IfcChillerType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcLaborResource;IfcLaborResourceType;IFC4X1;"4.1.0.0"
IfcColumn/PIERSTEM_SEGMENT;IfcColumnType/PIERSTEM_SEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcDistributionControlElement;IfcDistributionControlElementType;IFC4X1;"4.1.0.0"
IfcCompressor/SINGLESCREW;IfcCompressorType/SINGLESCREW;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/SINGLESTAGE;IfcCompressorType/SINGLESTAGE;IFC4X3_ADD1;"4.3.1.0"
IfcCondenser/AIRCOOLED;IfcCondenserType/AIRCOOLED;IFC4X3_ADD1;"4.3.1.0"
IfcActuator;IfcActuatorType;IFC4;"4.0.2.1"
IfcAirTerminal;IfcAirTerminalType;IFC4;"4.0.2.1"
IfcAirTerminalBox;IfcAirTerminalBoxType;IFC4;"4.0.2.1"
IfcAudioVisualAppliance;IfcAudioVisualApplianceType;IFC4;"4.0.2.1"
IfcBuildingElement;IfcBuildingElementType;IFC4;"4.0.2.1"
IfcFireSuppressionTerminal/FIREMONITOR;IfcFireSuppressionTerminalType/FIREMONITOR;IFC4X3_ADD1;"4.3.1.0"
IfcBurner;IfcBurnerType;IFC4;"4.0.2.1"
IfcCableCarrierFitting;IfcCableCarrierFittingType;IFC4;"4.0.2.1"
IfcCableCarrierSegment;IfcCableCarrierSegmentType;IFC4;"4.0.2.1"
IfcCableFitting;IfcCableFittingType;IFC4;"4.0.2.1"
IfcCoil;IfcCoilType;IFC4;"4.0.2.1"
IfcCondenser/WATERCOOLEDSHELLCOIL;IfcCondenserType/WATERCOOLEDSHELLCOIL;IFC4X3_ADD1;"4.3.1.0"
IfcController;IfcControllerType;IFC4;"4.0.2.1"
IfcCooledBeam;IfcCooledBeamType;IFC4;"4.0.2.1"
IfcCoolingTower;IfcCoolingTowerType;IFC4;"4.0.2.1"
IfcCovering;IfcCoveringType;IFC4;"4.0.2.1"
IfcCrewResource;IfcCrewResourceType;IFC4;"4.0.2.1"
IfcElectricDistributionBoard;IfcElectricDistributionBoardType;IFC4;"4.0.2.1"
IfcConstructionEquipmentResource/ERECTING;IfcConstructionEquipmentResourceType/ERECTING;IFC4X3_ADD1;"4.3.1.0"
IfcEvent;IfcEventType;IFC4;"4.0.2.1"
IfcFan;IfcFanType;IFC4;"4.0.2.1"
IfcFlowInstrument;IfcFlowInstrumentType;IFC4;"4.0.2.1"
IfcFlowMeter;IfcFlowMeterType;IFC4;"4.0.2.1"
IfcConstructionEquipmentResource/PAVING;IfcConstructionEquipmentResourceType/PAVING;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionEquipmentResource/PUMPING;IfcConstructionEquipmentResourceType/PUMPING;IFC4X3_ADD1;"4.3.1.0"
IfcInterceptor;IfcInterceptorType;IFC4;"4.0.2.1"
IfcJunctionBox;IfcJunctionBoxType;IFC4;"4.0.2.1"
IfcLaborResource;IfcLaborResourceType;IFC4;"4.0.2.1"
IfcLamp;IfcLampType;IFC4;"4.0.2.1"
IfcMedicalDevice;IfcMedicalDeviceType;IFC4;"4.0.2.1"
IfcMember;IfcMemberType;IFC4;"4.0.2.1"
IfcPlate;IfcPlateType;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/AGGREGATES;IfcConstructionMaterialResourceType/AGGREGATES;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice;IfcProtectiveDeviceType;IFC4;"4.0.2.1"
IfcReinforcingElement;IfcReinforcingElementType;IFC4;"4.0.2.1"
IfcReinforcingBar;IfcReinforcingBarType;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/GYPSUM;IfcConstructionMaterialResourceType/GYPSUM;IFC4X3_ADD1;"4.3.1.0"
IfcAirTerminalBox/VARIABLEFLOWPRESSUREINDEPENDANT;IfcAirTerminalBoxType/VARIABLEFLOWPRESSUREINDEPENDANT;IFC4X1;"4.1.0.0"
IfcConstructionMaterialResource/PLASTIC;IfcConstructionMaterialResourceType/PLASTIC;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionResource;IfcConstructionResourceType;IFC4;"4.0.2.1"
IfcConstructionResource;IfcConstructionResourceType;IFC4X1;"4.1.0.0"
IfcReinforcingElement;IfcReinforcingElementType;IFC4X1;"4.1.0.0"
IfcSpatialStructureElement;IfcSpatialStructureElementType;IFC4X1;"4.1.0.0"
IfcAlarm;IfcAlarmType;IFC4;"4.0.2.1"
IfcConveyorSegment/CHUTECONVEYOR;IfcConveyorSegmentType/CHUTECONVEYOR;IFC4X3_ADD1;"4.3.1.0"
IfcLaborResource/DRYWALL;IfcLaborResourceType/DRYWALL;IFC4X1;"4.1.0.0"
IfcLaborResource/ADMINISTRATION;IfcLaborResourceType/ADMINISTRATION;IFC4X3_ADD1;"4.3.1.0"
IfcConveyorSegment/SCREWCONVEYOR;IfcConveyorSegmentType/SCREWCONVEYOR;IFC4X3_ADD1;"4.3.1.0"
IfcConveyorSegment/USERDEFINED;IfcConveyorSegmentType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcConveyorSegment/NOTDEFINED;IfcConveyorSegmentType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCooledBeam/ACTIVE;IfcCooledBeamType/ACTIVE;IFC4X3_ADD1;"4.3.1.0"
IfcCooledBeam/NOTDEFINED;IfcCooledBeamType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcStairFlight;IfcStairFlightType;IFC4;"4.0.2.1"
IfcTendon;IfcTendonType;IFC4;"4.0.2.1"
IfcCoolingTower/NOTDEFINED;IfcCoolingTowerType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCourse/ARMOUR;IfcCourseType/ARMOUR;IFC4X3_ADD1;"4.3.1.0"
IfcCourse/BALLASTBED;IfcCourseType/BALLASTBED;IFC4X3_ADD1;"4.3.1.0"
IfcSlab/BASESLAB;IfcSlabType/BASESLAB;IFC4X1;"4.1.0.0"
IfcCourse/CORE;IfcCourseType/CORE;IFC4X3_ADD1;"4.3.1.0"
IfcWindow/SKYLIGHT;IfcWindowType/SKYLIGHT;IFC4X1;"4.1.0.0"
IfcLaborResource/ADMINISTRATION;IfcLaborResourceType/ADMINISTRATION;IFC4;"4.0.2.1"
IfcCourse/FILTER;IfcCourseType/FILTER;IFC4X3_ADD1;"4.3.1.0"
IfcCourse/PAVEMENT;IfcCourseType/PAVEMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCourse/PROTECTION;IfcCourseType/PROTECTION;IFC4X3_ADD1;"4.3.1.0"
IfcCourse/USERDEFINED;IfcCourseType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCourse/NOTDEFINED;IfcCourseType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/CEILING;IfcCoveringType/CEILING;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/CLADDING;IfcCoveringType/CLADDING;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/COPING;IfcCoveringType/COPING;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/FLOORING;IfcCoveringType/FLOORING;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/INSULATION;IfcCoveringType/INSULATION;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/MEMBRANE;IfcCoveringType/MEMBRANE;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/MOLDING;IfcCoveringType/MOLDING;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/ROOFING;IfcCoveringType/ROOFING;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/SKIRTINGBOARD;IfcCoveringType/SKIRTINGBOARD;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/SLEEVING;IfcCoveringType/SLEEVING;IFC4X3_ADD1;"4.3.1.0"
IfcCovering/TOPPING;IfcCoveringType/TOPPING;IFC4X3_ADD1;"4.3.1.0"
IfcProcedure/ADVICE_NOTE;IfcProcedureType/ADVICE_NOTE;IFC4;"4.0.2.1"
IfcDamper/FIREDAMPER;IfcDamperType/FIREDAMPER;IFC4X3_ADD1;"4.3.1.0"
IfcDamper/FIRESMOKEDAMPER;IfcDamperType/FIRESMOKEDAMPER;IFC4X3_ADD1;"4.3.1.0"
IfcDamper/FUMEHOODEXHAUST;IfcDamperType/FUMEHOODEXHAUST;IFC4X3_ADD1;"4.3.1.0"
IfcAirTerminal/DIFFUSER;IfcAirTerminalType/DIFFUSER;IFC4;"4.0.2.1"
IfcDamper/GRAVITYRELIEFDAMPER;IfcDamperType/GRAVITYRELIEFDAMPER;IFC4X3_ADD1;"4.3.1.0"
IfcDamper/RELIEFDAMPER;IfcDamperType/RELIEFDAMPER;IFC4X3_ADD1;"4.3.1.0"
IfcDamper/SMOKEDAMPER;IfcDamperType/SMOKEDAMPER;IFC4X3_ADD1;"4.3.1.0"
IfcAirTerminal/LOUVRE;IfcAirTerminalType/LOUVRE;IFC4;"4.0.2.1"
IfcAirTerminal/REGISTER;IfcAirTerminalType/REGISTER;IFC4;"4.0.2.1"
IfcDamper/USERDEFINED;IfcDamperType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcDamper/NOTDEFINED;IfcDamperType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/LOCK;IfcDiscreteAccessoryType/LOCK;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/PANEL_STRENGTHENING;IfcDiscreteAccessoryType/PANEL_STRENGTHENING;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/POINTMACHINEMOUNTINGDEVICE;IfcDiscreteAccessoryType/POINTMACHINEMOUNTINGDEVICE;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/POINT_MACHINE_LOCKING_DEVICE;IfcDiscreteAccessoryType/POINT_MACHINE_LOCKING_DEVICE;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/RAILBRACE;IfcDiscreteAccessoryType/RAILBRACE;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementPart/INSULATION;IfcBuildingElementPartType/INSULATION;IFC4;"4.0.2.1"
IfcBuildingElementPart/PRECASTPANEL;IfcBuildingElementPartType/PRECASTPANEL;IFC4;"4.0.2.1"
IfcDiscreteAccessory/SOUNDABSORPTION;IfcDiscreteAccessoryType/SOUNDABSORPTION;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/TENSIONINGEQUIPMENT;IfcDiscreteAccessoryType/TENSIONINGEQUIPMENT;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/USERDEFINED;IfcDiscreteAccessoryType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/NOTDEFINED;IfcDiscreteAccessoryType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementPart/USERDEFINED;IfcBuildingElementPartType/USERDEFINED;IFC4;"4.0.2.1"
IfcBuildingElementProxy/PROVISIONFORVOID;IfcBuildingElementProxyType/PROVISIONFORVOID;IFC4;"4.0.2.1"
IfcDistributionBoard/DISPATCHINGBOARD;IfcDistributionBoardType/DISPATCHINGBOARD;IFC4X3_ADD1;"4.3.1.0"
IfcDistributionBoard/DISTRIBUTIONBOARD;IfcDistributionBoardType/DISTRIBUTIONBOARD;IFC4X3_ADD1;"4.3.1.0"
IfcDistributionBoard/DISTRIBUTIONFRAME;IfcDistributionBoardType/DISTRIBUTIONFRAME;IFC4X3_ADD1;"4.3.1.0"
IfcDistributionBoard/MOTORCONTROLCENTRE;IfcDistributionBoardType/MOTORCONTROLCENTRE;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierFitting/BEND;IfcCableCarrierFittingType/BEND;IFC4;"4.0.2.1"
IfcDistributionBoard/USERDEFINED;IfcDistributionBoardType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCableFitting/JUNCTION;IfcCableFittingType/JUNCTION;IFC4;"4.0.2.1"
IfcCableSegment/CABLESEGMENT;IfcCableSegmentType/CABLESEGMENT;IFC4;"4.0.2.1"
IfcCableSegment/CONDUCTORSEGMENT;IfcCableSegmentType/CONDUCTORSEGMENT;IFC4;"4.0.2.1"
IfcChimney/USERDEFINED;IfcChimneyType/USERDEFINED;IFC4;"4.0.2.1"
IfcChimney/NOTDEFINED;IfcChimneyType/NOTDEFINED;IFC4;"4.0.2.1"
IfcCoil/DXCOOLINGCOIL;IfcCoilType/DXCOOLINGCOIL;IFC4;"4.0.2.1"
IfcCondenser/EVAPORATIVECOOLED;IfcCondenserType/EVAPORATIVECOOLED;IFC4;"4.0.2.1"
IfcCondenser/WATERCOOLED;IfcCondenserType/WATERCOOLED;IFC4;"4.0.2.1"
IfcCondenser/WATERCOOLEDTUBEINTUBE;IfcCondenserType/WATERCOOLEDTUBEINTUBE;IFC4;"4.0.2.1"
IfcCondenser/USERDEFINED;IfcCondenserType/USERDEFINED;IFC4;"4.0.2.1"
IfcCondenser/NOTDEFINED;IfcCondenserType/NOTDEFINED;IFC4;"4.0.2.1"
IfcConstructionEquipmentResource/DEMOLISHING;IfcConstructionEquipmentResourceType/DEMOLISHING;IFC4;"4.0.2.1"
IfcConstructionEquipmentResource/EARTHMOVING;IfcConstructionEquipmentResourceType/EARTHMOVING;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/AGGREGATES;IfcConstructionMaterialResourceType/AGGREGATES;IFC4;"4.0.2.1"
IfcDuctFitting/CONNECTOR;IfcDuctFittingType/CONNECTOR;IFC4;"4.0.2.1"
IfcDuctFitting/ENTRY;IfcDuctFittingType/ENTRY;IFC4;"4.0.2.1"
IfcDuctSilencer/NOTDEFINED;IfcDuctSilencerType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcDuctFitting/EXIT;IfcDuctFittingType/EXIT;IFC4;"4.0.2.1"
IfcDuctSegment/USERDEFINED;IfcDuctSegmentType/USERDEFINED;IFC4;"4.0.2.1"
IfcDuctSegment/NOTDEFINED;IfcDuctSegmentType/NOTDEFINED;IFC4;"4.0.2.1"
IfcDuctSilencer/RECTANGULAR;IfcDuctSilencerType/RECTANGULAR;IFC4;"4.0.2.1"
IfcDuctSilencer/ROUND;IfcDuctSilencerType/ROUND;IFC4;"4.0.2.1"
IfcElectricAppliance/FREESTANDINGWATERHEATER;IfcElectricApplianceType/FREESTANDINGWATERHEATER;IFC4;"4.0.2.1"
IfcElectricMotor/INDUCTION;IfcElectricMotorType/INDUCTION;IFC4;"4.0.2.1"
IfcElectricMotor/RELUCTANCESYNCHRONOUS;IfcElectricMotorType/RELUCTANCESYNCHRONOUS;IFC4;"4.0.2.1"
IfcElectricMotor/SYNCHRONOUS;IfcElectricMotorType/SYNCHRONOUS;IFC4;"4.0.2.1"
IfcElectricMotor/USERDEFINED;IfcElectricMotorType/USERDEFINED;IFC4;"4.0.2.1"
IfcElectricMotor/NOTDEFINED;IfcElectricMotorType/NOTDEFINED;IFC4;"4.0.2.1"
IfcElectricAppliance/DISHWASHER;IfcElectricApplianceType/DISHWASHER;IFC4X3_ADD1;"4.3.1.0"
IfcEvaporator/FLOODEDSHELLANDTUBE;IfcEvaporatorType/FLOODEDSHELLANDTUBE;IFC4;"4.0.2.1"
IfcElectricAppliance/FREESTANDINGFAN;IfcElectricApplianceType/FREESTANDINGFAN;IFC4X3_ADD1;"4.3.1.0"
IfcElectricAppliance/FREESTANDINGWATERHEATER;IfcElectricApplianceType/FREESTANDINGWATERHEATER;IFC4X3_ADD1;"4.3.1.0"
IfcFan/CENTRIFUGALFORWARDCURVED;IfcFanType/CENTRIFUGALFORWARDCURVED;IFC4;"4.0.2.1"
IfcFastener/GLUE;IfcFastenerType/GLUE;IFC4;"4.0.2.1"
IfcFastener/MORTAR;IfcFastenerType/MORTAR;IFC4;"4.0.2.1"
IfcFastener/WELD;IfcFastenerType/WELD;IFC4;"4.0.2.1"
IfcTank/BASIN;IfcTankType/BASIN;IFC4;"4.0.2.1"
IfcElectricAppliance/FREEZER;IfcElectricApplianceType/FREEZER;IFC4X3_ADD1;"4.3.1.0"
IfcElectricAppliance/HANDDRYER;IfcElectricApplianceType/HANDDRYER;IFC4X3_ADD1;"4.3.1.0"
IfcElectricAppliance/PHOTOCOPIER;IfcElectricApplianceType/PHOTOCOPIER;IFC4X3_ADD1;"4.3.1.0"
IfcElectricAppliance/REFRIGERATOR;IfcElectricApplianceType/REFRIGERATOR;IFC4X3_ADD1;"4.3.1.0"
IfcElectricAppliance/TUMBLEDRYER;IfcElectricApplianceType/TUMBLEDRYER;IFC4X3_ADD1;"4.3.1.0"
IfcElectricAppliance/WASHINGMACHINE;IfcElectricApplianceType/WASHINGMACHINE;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/PRESSUREGAUGE;IfcFlowInstrumentType/PRESSUREGAUGE;IFC4;"4.0.2.1"
IfcFlowInstrument/THERMOMETER;IfcFlowInstrumentType/THERMOMETER;IFC4;"4.0.2.1"
IfcFurniture/SOFA;IfcFurnitureType/SOFA;IFC4;"4.0.2.1"
IfcFurniture/USERDEFINED;IfcFurnitureType/USERDEFINED;IFC4;"4.0.2.1"
IfcGeographicElement/TERRAIN;IfcGeographicElementType/TERRAIN;IFC4;"4.0.2.1"
IfcHumidifier/ADIABATICULTRASONIC;IfcHumidifierType/ADIABATICULTRASONIC;IFC4;"4.0.2.1"
IfcHumidifier/ADIABATICRIGIDMEDIA;IfcHumidifierType/ADIABATICRIGIDMEDIA;IFC4;"4.0.2.1"
IfcInterceptor/NOTDEFINED;IfcInterceptorType/NOTDEFINED;IFC4;"4.0.2.1"
IfcJunctionBox/DATA;IfcJunctionBoxType/DATA;IFC4;"4.0.2.1"
IfcLaborResource/PAVING;IfcLaborResourceType/PAVING;IFC4;"4.0.2.1"
IfcLightFixture/POINTSOURCE;IfcLightFixtureType/POINTSOURCE;IFC4;"4.0.2.1"
IfcLightFixture/DIRECTIONSOURCE;IfcLightFixtureType/DIRECTIONSOURCE;IFC4;"4.0.2.1"
IfcLightFixture/SECURITYLIGHTING;IfcLightFixtureType/SECURITYLIGHTING;IFC4;"4.0.2.1"
IfcMechanicalFastener/STAPLE;IfcMechanicalFastenerType/STAPLE;IFC4;"4.0.2.1"
IfcMechanicalFastener/STUDSHEARCONNECTOR;IfcMechanicalFastenerType/STUDSHEARCONNECTOR;IFC4;"4.0.2.1"
IfcMechanicalFastener/USERDEFINED;IfcMechanicalFastenerType/USERDEFINED;IFC4;"4.0.2.1"
IfcMechanicalFastener/NOTDEFINED;IfcMechanicalFastenerType/NOTDEFINED;IFC4;"4.0.2.1"
IfcMedicalDevice/AIRSTATION;IfcMedicalDeviceType/AIRSTATION;IFC4;"4.0.2.1"
IfcMember/BRACE;IfcMemberType/BRACE;IFC4;"4.0.2.1"
IfcMember/STUD;IfcMemberType/STUD;IFC4;"4.0.2.1"
IfcElectricDistributionBoard/CONSUMERUNIT;IfcElectricDistributionBoardType/CONSUMERUNIT;IFC4X3_ADD1;"4.3.1.0"
IfcPipeSegment/NOTDEFINED;IfcPipeSegmentType/NOTDEFINED;IFC4;"4.0.2.1"
IfcElectricDistributionBoard/DISTRIBUTIONBOARD;IfcElectricDistributionBoardType/DISTRIBUTIONBOARD;IFC4X3_ADD1;"4.3.1.0"
IfcMember/NOTDEFINED;IfcMemberType/NOTDEFINED;IFC4;"4.0.2.1"
IfcMotorConnection/COUPLING;IfcMotorConnectionType/COUPLING;IFC4;"4.0.2.1"
IfcMotorConnection/DIRECTDRIVE;IfcMotorConnectionType/DIRECTDRIVE;IFC4;"4.0.2.1"
IfcMotorConnection/USERDEFINED;IfcMotorConnectionType/USERDEFINED;IFC4;"4.0.2.1"
IfcPile/BORED;IfcPileType/BORED;IFC4;"4.0.2.1"
IfcPile/DRIVEN;IfcPileType/DRIVEN;IFC4;"4.0.2.1"
IfcPile/JETGROUTING;IfcPileType/JETGROUTING;IFC4;"4.0.2.1"
IfcPipeFitting/ENTRY;IfcPipeFittingType/ENTRY;IFC4;"4.0.2.1"
IfcPipeSegment/USERDEFINED;IfcPipeSegmentType/USERDEFINED;IFC4;"4.0.2.1"
IfcPlate/CURTAIN_PANEL;IfcPlateType/CURTAIN_PANEL;IFC4;"4.0.2.1"
IfcProcedure/STARTUP;IfcProcedureType/STARTUP;IFC4;"4.0.2.1"
IfcProcedure/USERDEFINED;IfcProcedureType/USERDEFINED;IFC4;"4.0.2.1"
IfcProcedure/NOTDEFINED;IfcProcedureType/NOTDEFINED;IFC4;"4.0.2.1"
IfcElectricDistributionBoard/MOTORCONTROLCENTRE;IfcElectricDistributionBoardType/MOTORCONTROLCENTRE;IFC4X3_ADD1;"4.3.1.0"
IfcElectricDistributionBoard/SWITCHBOARD;IfcElectricDistributionBoardType/SWITCHBOARD;IFC4X3_ADD1;"4.3.1.0"
IfcElectricDistributionBoard/USERDEFINED;IfcElectricDistributionBoardType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricDistributionBoard/NOTDEFINED;IfcElectricDistributionBoardType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcDistributionFlowElement;IfcDistributionFlowElementType;IFC4X1;"4.1.0.0"
IfcFlowMovingDevice;IfcFlowMovingDeviceType;IFC4;"4.0.2.1"
IfcCableCarrierSegment;IfcCableCarrierSegmentType;IFC4X3_ADD1;"4.3.1.0"
IfcChimney;IfcChimneyType;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor;IfcCompressorType;IFC4X3_ADD1;"4.3.1.0"
IfcCondenser;IfcCondenserType;IFC4X3_ADD1;"4.3.1.0"
IfcCooledBeam;IfcCooledBeamType;IFC4X3_ADD1;"4.3.1.0"
IfcCoolingTower;IfcCoolingTowerType;IFC4X3_ADD1;"4.3.1.0"
IfcSpace/GFA;IfcSpaceType/GFA;IFC4;"4.0.2.1"
IfcSpace/INTERNAL;IfcSpaceType/INTERNAL;IFC4;"4.0.2.1"
IfcSpace/EXTERNAL;IfcSpaceType/EXTERNAL;IFC4;"4.0.2.1"
IfcSpatialZone/CONSTRUCTION;IfcSpatialZoneType/CONSTRUCTION;IFC4;"4.0.2.1"
IfcProcedure/STARTUP;IfcProcedureType/STARTUP;IFC4X1;"4.1.0.0"
IfcTask/ATTENDANCE;IfcTaskType/ATTENDANCE;IFC4;"4.0.2.1"
IfcActuator/USERDEFINED;IfcActuatorType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcElectricAppliance/FREESTANDINGWATERCOOLER;IfcElectricApplianceType/FREESTANDINGWATERCOOLER;IFC4;"4.0.2.1"
IfcElectricGenerator/USERDEFINED;IfcElectricGeneratorType/USERDEFINED;IFC4;"4.0.2.1"
IfcElectricTimeControl/TIMECLOCK;IfcElectricTimeControlType/TIMECLOCK;IFC4;"4.0.2.1"
IfcElectricTimeControl/TIMEDELAY;IfcElectricTimeControlType/TIMEDELAY;IFC4;"4.0.2.1"
IfcFlowStorageDevice;IfcFlowStorageDeviceType;IFC4X1;"4.1.0.0"
IfcBeam/JOIST;IfcBeamType/JOIST;IFC4;"4.0.2.1"
IfcCableCarrierFitting/TEE;IfcCableCarrierFittingType/TEE;IFC4;"4.0.2.1"
IfcColumn/NOTDEFINED;IfcColumnType/NOTDEFINED;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/CONCRETE;IfcConstructionMaterialResourceType/CONCRETE;IFC4X3_ADD1;"4.3.1.0"
IfcBeam/SPANDREL;IfcBeamType/SPANDREL;IFC4X1;"4.1.0.0"
IfcCivilElement;IfcCivilElementType;IFC4X1;"4.1.0.0"
IfcDistributionElement;IfcDistributionElementType;IFC4X1;"4.1.0.0"
IfcFurnishingElement;IfcFurnishingElementType;IFC4X1;"4.1.0.0"
IfcCrewResource;IfcCrewResourceType;IFC4X1;"4.1.0.0"
IfcDoor/GATE;IfcDoorType/GATE;IFC4X1;"4.1.0.0"
IfcTask;IfcTaskType;IFC4X1;"4.1.0.0"
IfcConstructionMaterialResource/DRYWALL;IfcConstructionMaterialResourceType/DRYWALL;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionMaterialResource/FUEL;IfcConstructionMaterialResourceType/FUEL;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/TRANSPONDER;IfcCommunicationsApplianceType/TRANSPONDER;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/TROCHOIDAL;IfcCompressorType/TROCHOIDAL;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/TWINSCREW;IfcCompressorType/TWINSCREW;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/WELDEDSHELLHERMETIC;IfcCompressorType/WELDEDSHELLHERMETIC;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/USERDEFINED;IfcCompressorType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcGeographicElement/TERRAIN;IfcGeographicElementType/TERRAIN;IFC4X3_ADD1;"4.3.1.0"
IfcWindow/SKYLIGHT;IfcWindowType/SKYLIGHT;IFC4;"4.0.2.1"
IfcProcedure/ADVICE_CAUTION;IfcProcedureType/ADVICE_CAUTION;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionMaterialResource/PLASTIC;IfcConstructionMaterialResourceType/PLASTIC;IFC4;"4.0.2.1"
IfcWall/NOTDEFINED;IfcWallType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricGenerator;IfcElectricGeneratorType;IFC4;"4.0.2.1"
IfcElectricTimeControl;IfcElectricTimeControlType;IFC4;"4.0.2.1"
IfcTask/ATTENDANCE;IfcTaskType/ATTENDANCE;IFC4X1;"4.1.0.0"
IfcWindow/USERDEFINED;IfcWindowType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcAirTerminal/LOUVRE;IfcAirTerminalType/LOUVRE;IFC4X3_ADD1;"4.3.1.0"
IfcAirTerminal/REGISTER;IfcAirTerminalType/REGISTER;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDeviceTrippingUnit;IfcProtectiveDeviceTrippingUnitType;IFC4X3_ADD1;"4.3.1.0"
IfcRamp;IfcRampType;IFC4X3_ADD1;"4.3.1.0"
IfcRampFlight;IfcRampFlightType;IFC4X3_ADD1;"4.3.1.0"
IfcSensor;IfcSensorType;IFC4X3_ADD1;"4.3.1.0"
IfcStairFlight;IfcStairFlightType;IFC4X3_ADD1;"4.3.1.0"
IfcTendon;IfcTendonType;IFC4X3_ADD1;"4.3.1.0"
IfcTendonAnchor;IfcTendonAnchorType;IFC4X3_ADD1;"4.3.1.0"
IfcTransportElement;IfcTransportElementType;IFC4X3_ADD1;"4.3.1.0"
IfcController/MULTIPOSITION;IfcControllerType/MULTIPOSITION;IFC4;"4.0.2.1"
IfcController/TWOPOSITION;IfcControllerType/TWOPOSITION;IFC4;"4.0.2.1"
IfcController/USERDEFINED;IfcControllerType/USERDEFINED;IFC4;"4.0.2.1"
IfcElectricTimeControl/RELAY;IfcElectricTimeControlType/RELAY;IFC4;"4.0.2.1"
IfcElementAssembly/ACCESSORY_ASSEMBLY;IfcElementAssemblyType/ACCESSORY_ASSEMBLY;IFC4;"4.0.2.1"
IfcElementAssembly/ARCH;IfcElementAssemblyType/ARCH;IFC4;"4.0.2.1"
